71, Self-emp-not-inc, 116815, 11th, 7, Divorced, ?, Husband, White, Female, 2174, 0, 23, United-States, <=50K
41, Self-emp-not-inc, 28603, Masters, 14, Never-married, Exec-managerial, Own-child, Black, Male, 5013, 0, 33, United-States, >50K
18, Private, 146712, Masters, 14, Divorced, ?, Wife, Black, Male, 0, 0, 59, United-States, <=50K
55, Private, 155038, Masters, 14, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 2174, 1902, 28, Mexico, <=50K
48, ?, 64384, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Female, 2174, 0, 11, Mexico, <=50K
34, Self-emp-not-inc, 73951, HS-grad, 9, Never-married, Craft-repair, Wife, Black, Female, 0, 0, 65, Mexico, <=50K
36, Private, 281804, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Male, 2174, 0, 39, United-States, >50K
57, Self-emp-not-inc, 242099, Bachelors, 13, Never-married, Tech-support, Husband, White, Female, 0, 1902, 31, Mexico, <=50K
54, ?, 41999, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 5013, 0, 46, Mexico, <=50K
24, Local-gov, 44555, Bachelors, 13, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 32, United-States, <=50K
19, Private, 249065, Bachelors, 13, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female, 2174, 1902, 57, ?, <=50K
60, Local-gov, 86402, HS-grad, 9, Never-married, ?, Wife, Asian-Pac-Islander, Male, 5013, 1902, 61, United-States, >50K
24, Self-emp-not-inc, 254622, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 2174, 0, 54, Mexico, <=50K
22, Self-emp-not-inc, 255154, HS-grad, 9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 15, ?, <=50K
19, Local-gov, 131695, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 5013, 0, 64, United-States, <=50K
52, Local-gov, 30094, Bachelors, 13, Married-civ-spouse, Tech-support, Not-in-family, White, Male, 0, 1902, 15, Mexico, >50K
45, Private, 282219, Masters, 14, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 58, Mexico, <=50K
18, Self-emp-not-inc, 102603, HS-grad, 9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 30, Mexico, <=50K
43, Local-gov, 204222, Bachelors, 13, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 57, United-States, <=50K
61, ?, 50416, 11th, 7, Never-married, Exec-managerial, Not-in-family, White, Female, 5013, 0, 13, Mexico, <=50K
18, Self-emp-not-inc, 220651, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Black, Male, 0, 0, 56, ?, >50K
44, Local-gov, 48506, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 5013, 0, 23, ?, <=50K
65, ?, 207278, 11th, 7, Divorced, ?, Own-child, White, Male, 0, 0, 28, United-States, <=50K
27, Local-gov, 245687, Masters, 14, Divorced, ?, Own-child, Black, Male, 0, 0, 62, ?, <=50K
47, Self-emp-not-inc, 82231, Bachelors, 13, Divorced, Craft-repair, Husband, Black, Female, 5013, 1902, 44, Mexico, <=50K
24, Local-gov, 112591, Masters, 14, Married-civ-spouse, ?, Not-in-family, White, Female, 0, 0, 60, Mexico, <=50K
66, Self-emp-not-inc, 123699, Bachelors, 13, Divorced, Exec-managerial, Wife, White, Male, 0, 0, 19, ?, >50K
50, ?, 262315, HS-grad, 9, Divorced, ?, Wife, Black, Male, 0, 1902, 63, Mexico, <=50K
40, Local-gov, 52328, Bachelors, 13, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 12, United-States, >50K
70, ?, 29427, 11th, 7, Divorced, ?, Own-child, Black, Female, 5013, 1902, 64, Mexico, <=50K
74, Private, 116538, Masters, 14, Divorced, Tech-support, Own-child, Black, Male, 2174, 0, 17, United-States, <=50K
24, ?, 114937, HS-grad, 9, Never-married, Craft-repair, Husband, Black, Female, 0, 1902, 43, ?, >50K
69, Local-gov, 90309, Masters, 14, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 61, ?, <=50K
42, Local-gov, 228267, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 49, ?, <=50K
27, ?, 135283, Bachelors, 13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 2174, 0, 58, Mexico, <=50K
26, Self-emp-not-inc, 54589, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 5013, 0, 46, United-States, <=50K
21, ?, 296856, HS-grad, 9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 66, ?, <=50K
50, Self-emp-not-inc, 49617, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 46, United-States, <=50K
61, Local-gov, 241281, Bachelors, 13, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 17, ?, <=50K
27, ?, 122182, Masters, 14, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 1902, 59, Mexico, >50K
28, ?, 292813, 11th, 7, Never-married, Exec-managerial, Not-in-family, White, Female, 5013, 0, 56, United-States, <=50K
73, ?, 151243, HS-grad, 9, Never-married, ?, Wife, Black, Male, 5013, 0, 36, Mexico, >50K
77, Local-gov, 262292, Masters, 14, Divorced, Tech-support, Own-child, Black, Female, 5013, 0, 13, Mexico, <=50K
19, Local-gov, 239248, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 2174, 0, 60, United-States, >50K
38, Local-gov, 203531, 11th, 7, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 47, ?, <=50K
77, ?, 194770, HS-grad, 9, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 1902, 57, United-States, >50K
24, Private, 59494, 11th, 7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, 0, 1902, 55, United-States, <=50K
42, Local-gov, 227295, Masters, 14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Male, 5013, 1902, 33, United-States, <=50K
56, Self-emp-not-inc, 67774, 11th, 7, Married-civ-spouse, Tech-support, Own-child, Black, Male, 0, 1902, 33, Mexico, >50K
60, ?, 74880, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1902, 33, Mexico, <=50K
34, Local-gov, 152145, HS-grad, 9, Never-married, ?, Wife, Black, Male, 0, 0, 29, United-States, <=50K
68, Private, 76319, Bachelors, 13, Divorced, Exec-managerial, Husband, White, Female, 0, 0, 25, Mexico, <=50K
45, ?, 259378, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 2174, 0, 59, Mexico, >50K
57, Private, 201851, Masters, 14, Married-civ-spouse, ?, Own-child, White, Male, 5013, 0, 36, Mexico, <=50K
57, Self-emp-not-inc, 142464, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 42, Mexico, <=50K
73, ?, 170633, Bachelors, 13, Never-married, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 9, United-States, >50K
41, ?, 111420, Masters, 14, Married-civ-spouse, Tech-support, Not-in-family, Black, Female, 5013, 0, 68, United-States, <=50K
74, Private, 278402, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Female, 2174, 0, 23, ?, <=50K
34, Local-gov, 174381, Masters, 14, Divorced, ?, Own-child, White, Male, 0, 1902, 66, United-States, >50K
32, Local-gov, 99135, 11th, 7, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male, 2174, 0, 11, Mexico, <=50K
46, Local-gov, 148866, HS-grad, 9, Married-civ-spouse, Tech-support, Own-child, Black, Female, 0, 0, 49, ?, <=50K
56, Self-emp-not-inc, 213132, Bachelors, 13, Never-married, Exec-managerial, Husband, Black, Female, 0, 1902, 43, ?, <=50K
38, Self-emp-not-inc, 186563, Masters, 14, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 61, ?, >50K
43, Self-emp-not-inc, 163161, Masters, 14, Never-married, Tech-support, Not-in-family, White, Male, 0, 1902, 70, ?, <=50K
40, Private, 112548, 11th, 7, Never-married, Craft-repair, Wife, White, Male, 5013, 0, 60, United-States, <=50K
51, Local-gov, 257975, Bachelors, 13, Divorced, Craft-repair, Wife, White, Female, 0, 0, 51, United-States, >50K
32, ?, 99368, HS-grad, 9, Never-married, Craft-repair, Husband, White, Male, 2174, 1902, 18, ?, <=50K
67, Private, 111938, HS-grad, 9, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 1902, 13, Mexico, <=50K
59, Local-gov, 190287, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 68, Mexico, <=50K
50, ?, 135268, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 26, Mexico, <=50K
78, ?, 233023, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female, 2174, 0, 22, ?, >50K
51, Local-gov, 103602, Bachelors, 13, Divorced, Craft-repair, Husband, White, Female, 0, 0, 6, Mexico, <=50K
51, Self-emp-not-inc, 122434, Bachelors, 13, Divorced, Tech-support, Husband, White, Male, 0, 1902, 26, Mexico, <=50K
75, ?, 216503, 11th, 7, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 56, Mexico, >50K
74, ?, 124579, Masters, 14, Married-civ-spouse, ?, Husband, White, Female, 0, 0, 19, United-States, <=50K
69, Local-gov, 133808, Bachelors, 13, Divorced, Exec-managerial, Husband, Black, Male, 0, 1902, 52, Mexico, <=50K
28, Private, 204916, 11th, 7, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 1902, 58, United-States, <=50K
40, Private, 271781, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 2174, 0, 33, United-States, <=50K
28, Self-emp-not-inc, 139448, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 1902, 70, Mexico, >50K
38, Local-gov, 165017, 11th, 7, Divorced, Tech-support, Husband, White, Female, 0, 0, 42, Mexico, <=50K
17, Private, 77363, 11th, 7, Married-civ-spouse, ?, Husband, Black, Male, 5013, 0, 63, United-States, >50K
38, Local-gov, 192458, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, Black, Female, 5013, 1902, 69, ?, >50K
71, ?, 257178, Masters, 14, Divorced, ?, Husband, Asian-Pac-Islander, Male, 2174, 0, 18, Mexico, <=50K
28, Private, 64870, 11th, 7, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 50, United-States, <=50K
22, Private, 30091, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Female, 0, 0, 28, ?, <=50K
31, Private, 159333, Masters, 14, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 5013, 1902, 17, ?, <=50K
33, Self-emp-not-inc, 89669, 11th, 7, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 33, Mexico, >50K
53, Self-emp-not-inc, 86853, Bachelors, 13, Divorced, Craft-repair, Wife, White, Female, 0, 0, 63, United-States, <=50K
38, Local-gov, 89019, HS-grad, 9, Divorced, Tech-support, Own-child, Black, Male, 2174, 0, 53, United-States, >50K
24, ?, 44841, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 1902, 40, ?, <=50K
50, Local-gov, 30157, Bachelors, 13, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, 0, 0, 11, ?, >50K
58, Local-gov, 141794, Masters, 14, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 68, United-States, <=50K
26, Local-gov, 264999, 11th, 7, Never-married, Exec-managerial, Wife, Black, Female, 0, 0, 59, United-States, <=50K
52, Local-gov, 255724, Masters, 14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, 5013, 0, 22, Mexico, <=50K
45, Self-emp-not-inc, 177777, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, White, Female, 0, 0, 13, ?, <=50K
75, Local-gov, 128494, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Female, 0, 0, 48, Mexico, <=50K
34, Self-emp-not-inc, 292987, Masters, 14, Divorced, Craft-repair, Husband, Black, Male, 0, 0, 16, Mexico, >50K
48, Local-gov, 257630, Bachelors, 13, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 5013, 0, 22, United-States, <=50K
17, ?, 250894, HS-grad, 9, Divorced, Tech-support, Wife, White, Female, 0, 0, 69, United-States, <=50K
33, ?, 125446, HS-grad, 9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 1902, 44, United-States, <=50K
28, Local-gov, 245273, HS-grad, 9, Never-married, Tech-support, Wife, Black, Male, 0, 1902, 62, ?, <=50K
37, Private, 92189, HS-grad, 9, Never-married, ?, Wife, White, Female, 0, 1902, 32, United-States, >50K
19, Local-gov, 233326, HS-grad, 9, Never-married, Craft-repair, Wife, White, Male, 2174, 0, 47, ?, <=50K
40, ?, 118664, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male, 0, 0, 44, Mexico, <=50K
57, Private, 272177, 11th, 7, Never-married, ?, Husband, Black, Female, 0, 0, 32, ?, <=50K
59, ?, 77095, 11th, 7, Never-married, Exec-managerial, Wife, Black, Female, 0, 1902, 10, Mexico, <=50K
24, Local-gov, 52751, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 5013, 0, 36, ?, >50K
24, Private, 249867, Bachelors, 13, Divorced, ?, Not-in-family, White, Male, 5013, 0, 31, ?, >50K
21, ?, 160483, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 60, United-States, >50K
40, Private, 219847, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 2174, 0, 19, Mexico, <=50K
64, Local-gov, 222272, 11th, 7, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 15, Mexico, >50K
37, Local-gov, 34616, Bachelors, 13, Divorced, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 66, ?, <=50K
48, Self-emp-not-inc, 105098, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Male, 5013, 0, 54, United-States, <=50K
38, Private, 50691, 11th, 7, Divorced, Craft-repair, Wife, Black, Female, 0, 0, 68, United-States, <=50K
40, Private, 288941, 11th, 7, Never-married, Tech-support, Wife, Black, Female, 5013, 0, 8, ?, <=50K
73, Self-emp-not-inc, 236635, Masters, 14, Never-married, Craft-repair, Wife, White, Male, 2174, 0, 30, ?, <=50K
73, Self-emp-not-inc, 172737, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 2174, 0, 49, Mexico, <=50K
69, Private, 85822, Bachelors, 13, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 1902, 54, United-States, <=50K
45, Local-gov, 103501, HS-grad, 9, Divorced, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 0, 23, Mexico, <=50K
63, Self-emp-not-inc, 246502, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 5013, 1902, 52, United-States, >50K
46, Private, 39072, Masters, 14, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 24, Mexico, <=50K
21, Local-gov, 30942, Bachelors, 13, Married-civ-spouse, ?, Own-child, Black, Female, 5013, 1902, 34, United-States, <=50K
61, Local-gov, 70997, 11th, 7, Married-civ-spouse, ?, Not-in-family, Black, Female, 0, 0, 7, United-States, <=50K
39, Private, 77516, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
39, Private, 77516, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
